id,topic,source,q,opts,ans_idx,exp,category,category_icon,is_active
83,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,The most accurate day-to-day measure of fluid balance in a critically ill patient is:,"[""Urine colour"",""Daily weight"",""Skin turgor"",""Thirst""]",1,Weight change closely tracks fluid gain or loss — about 1kg change equals roughly 1 litre of fluid.,Renal & Fluid Balance,💧,true
84,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,"Compared to general ward care, ICU care costs approximately:","[""The same"",""2× more"",""4× more"",""10× more""]",2,"The extra staffing, equipment, and monitoring involved make ICU care roughly four times more expensive.",Shock & Haemorrhage,⚡,true
85,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,A heart rate below what value is used as an ICU admission threshold?,"[""<40bpm"",""<55bpm"",""<70bpm"",""<90bpm""]",1,A heart rate this slow may signal a dangerous underlying problem needing closer monitoring.,Cardiovascular,🫀,true
86,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,"In ICU monitoring, which principle is emphasised as more important than a single reading?","[""The most recent value alone"",""Trends over time"",""Only the highest recorded value"",""Only the lowest recorded value""]",1,"A single number can be misleading, but watching how a value changes over time reveals whether a patient is truly improving or deteriorating.",Burns & Trauma,🔥,true
87,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Nutrition should ideally be started in a critically ill orthopaedic patient within:,"[""2–4 hours"",""24–48 hours"",""1 week"",""2 weeks""]",1,"Early nutrition (24–48 hours) helps counter the hypermetabolic, catabolic state of critical illness.",Shock & Haemorrhage,⚡,true
88,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,CVP that is low most likely indicates the need for:,"[""Diuretics"",""Fluid administration"",""Vasoconstrictors only"",""No action needed""]",1,A low central venous pressure suggests the patient is relatively underfilled and needs more fluid.,Cardiovascular,🫀,true
89,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,A GCS below what value is generally used as an indication for intubation?,"[""<12"",""<10"",""<8"",""<5""]",2,"A GCS under 8 suggests the patient can no longer reliably protect their own airway, so intubation is considered.",Respiratory,🫁,true
90,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Which of the following is an orthopaedic-specific indication for ICU admission?,"[""Isolated ankle sprain"",""Fat embolism syndrome"",""Minor wrist fracture"",""Uncomplicated cast application""]",1,"Fat embolism is a systemic, potentially life-threatening complication of fracture, unlike the other minor orthopaedic issues listed.",Burns & Trauma,🔥,true
91,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,A heart rate above what value is used as an ICU admission threshold?,"["">80bpm"","">90bpm"","">110bpm"","">150bpm""]",2,A sustained heart rate above 110bpm may reflect significant physiological stress requiring closer monitoring.,Cardiovascular,🫀,true
92,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Orthopaedic conditions are classically grouped into how many pairs of categories?,"[""3"",""5"",""7"",""10""]",2,"The 7 pairs cover congenital/developmental, infection/inflammation, arthritis/rheumatic, metabolic/endocrine, tumours/lesions, neurological/muscle weakness, and injury/mechanical conditions.",Shock & Haemorrhage,⚡,true
93,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,DVT and pulmonary embolism are significant ICU risks in orthopaedic patients because:,"[""They never occur after fractures"",""Immobility after fracture increases clot risk, and a dislodged clot can travel to the lungs"",""They only occur in upper limb fractures"",""They are unrelated to orthopaedic injury""]",1,"Reduced mobility after a fracture increases the risk of a leg vein clot forming, which can break off and travel to the lungs, causing sudden collapse.",Respiratory,🫁,true
94,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Post-cardiac arrest patients are managed in the ICU:,"[""Only if they show ongoing symptoms"",""Always, regardless of apparent recovery"",""Never — ward care is sufficient"",""Only if under age 40""]",1,"Even a patient who seems to have recovered after cardiac arrest needs close monitoring for delayed complications, so ICU admission is routine.",Cardiovascular,🫀,true
95,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Multiple organ failure (MOF) in an orthopaedic trauma patient reflects:,"[""A single organ system affected in isolation"",""Kidneys, liver, lungs, and heart failing together"",""A benign, self-limiting condition"",""An issue confined to the injured limb only""]",1,"MOF is a systemic collapse of multiple organ systems simultaneously, often triggered by severe trauma or its complications, and requires intensive multi-system support.",Cardiovascular,🫀,true
96,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,ARDS in the context of orthopaedic trauma most often develops as a complication of:,"[""Isolated finger fractures"",""Fat embolism or severe polytrauma"",""Routine elective joint replacement with no complications"",""Simple plaster cast application""]",1,"Severe systemic insults like fat embolism or major polytrauma can trigger widespread lung inflammation, leading to ARDS.",Respiratory,🫁,true
97,TOPIC 5: ORTHOPAEDIC PATIENT — ICU MANAGEMENT,CCN Curriculum,Bolus sedation doses in ICU are typically timed to be given:,"[""Randomly throughout the day"",""Before physio, suctioning, turning, or debridement"",""Only at bedtime"",""Never, continuous infusion is always used instead""]",1,Giving an extra bolus just before a painful or uncomfortable procedure ensures the patient is adequately comfortable for that specific intervention.,Respiratory,🫁,true
98,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The anatomical landmark dividing upper from lower GI bleeding is the:,"[""Pylorus"",""Ileocaecal valve"",""Ligament of Treitz"",""Duodenal bulb""]",2,This landmark at the duodenojejunal junction is the accepted dividing line.,Shock & Haemorrhage,⚡,true
99,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,"Melaena (black, tarry stool) is most suggestive of bleeding from:","[""The rectum"",""The upper GI tract"",""Haemorrhoids"",""The appendix""]",1,Blood digested over a long distance turns black and tarry — about 90% of the time this means an upper GI source.,Shock & Haemorrhage,⚡,true
100,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The correct order of initial management in acute GI bleeding is:,"[""Drugs → Look → Drip → Blood"",""Drip → Blood → Drugs → Look"",""Look → Drip → Blood → Drugs"",""Blood → Drip → Look → Drugs""]",1,"IV access/fluids first, transfuse as needed, give medications, then endoscopy to find and treat the source.",Shock & Haemorrhage,⚡,true
101,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The preferred endoscopic treatment for bleeding oesophageal varices is:,"[""Sclerotherapy only"",""Endoscopic variceal ligation (EVL)"",""Surgical resection"",""Aggressive over-transfusion""]",1,Band ligation is the current preferred method; over-transfusion is avoided as it raises portal pressure.,Shock & Haemorrhage,⚡,true
102,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The single best predictor of rebleeding after an initial GI bleed is:,"[""Patient's age alone"",""The magnitude of the initial bleed"",""Time of day of the bleed"",""Blood group""]",1,"A larger first bleed usually indicates a more severe underlying lesion, making a repeat bleed more likely.",Shock & Haemorrhage,⚡,true
103,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The most common cause of lower GI bleeding is:,"[""Haemorrhoids"",""Colorectal cancer"",""Diverticular disease"",""Angiodysplasia""]",2,Diverticular disease accounts for roughly a quarter of lower GI bleeds and up to 60% of the most severe ones.,Shock & Haemorrhage,⚡,true
104,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,A Mallory-Weiss tear classically occurs after:,"[""Repeated vomiting"",""Chronic constipation"",""A single episode of coughing"",""Eating spicy food""]",0,"Forceful, repeated retching tears the mucosa at the gastro-oesophageal junction.",Shock & Haemorrhage,⚡,true
105,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Dieulafoy's lesion is characterised by:,"[""A small, insignificant vessel"",""An abnormally large artery in the gastric submucosa"",""A benign gastric polyp"",""A normal anatomical variant with no bleeding risk""]",1,"This unusually large, superficial artery can cause sudden, massive, recurrent bleeding and is notoriously hard to diagnose.","GI, Endocrine & Metabolic",🍽️,true
106,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Portal gastropathy is best described as:,"[""Simple gastritis unrelated to the liver"",""A mosaic stomach pattern from portal hypertension"",""A bacterial stomach infection"",""An autoimmune condition""]",1,"It's a direct consequence of portal hypertension causing congestion in the stomach lining, not ordinary gastritis, and is managed by lowering portal pressure rather than surgery.",Cardiovascular,🫀,true
107,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Massive upper GI bleeding is generally defined as blood loss of:,"["">100ml"","">1000ml or >3g/dL Hb drop in 2–4hrs"","">50ml over 24 hours"",""Any visible blood in vomit""]",1,This threshold indicates haemodynamically significant bleeding requiring urgent transfusion.,Shock & Haemorrhage,⚡,true
108,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Propranolol prophylaxis for variceal bleeding aims to reduce heart rate by approximately:,"[""10% or to 90bpm"",""25% or to 55bpm"",""50% or to 40bpm"",""No specific target""]",1,This specific target reflects an adequate reduction in portal pressure achieved through beta-blockade.,Cardiovascular,🫀,true
109,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The concentration of epinephrine used for endoscopic injection in bleeding ulcers is:,"[""1:1,000"",""1:10,000"",""1:100,000"",""1:1,000,000""]",1,This diluted concentration is strong enough to cause local vasoconstriction and stop bleeding without excessive systemic effect.,ICU Pharmacology,💊,true
110,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Hb levels in an acute GI bleed should be interpreted with caution because:,"[""Hb rises immediately with bleeding"",""Hb lags — blood hasn't yet been diluted"",""Hb is not affected by bleeding"",""Hb only changes after 1 week""]",1,"Immediately after a bleed, the remaining blood hasn't yet mixed with replacement fluid, so the Hb can look falsely reassuring — vitals are watched more closely than an early Hb value.",Shock & Haemorrhage,⚡,true
111,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,GI bleeding is approximately how many times more common in men than women?,"[""Equal in both sexes"",""About 2 times more common in men"",""About 10 times more common in men"",""More common in women""]",1,"Men are affected roughly twice as often as women, reflecting differences in risk factors like alcohol use and NSAID intake.",Shock & Haemorrhage,⚡,true
112,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,The target haematocrit (HCT) during resuscitation for variceal bleeding is:,"[""10–15%"",""25–30%"",""45–50%"",""60–65%""]",1,"This moderate target avoids both under-resuscitation and over-transfusion, which can raise portal pressure and worsen variceal bleeding.",Shock & Haemorrhage,⚡,true
113,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,H. pylori eradication is significant in peptic ulcer disease because it:,"[""Has no effect on ulcer recurrence"",""Provides a non-surgical cure for many peptic ulcers"",""Is only relevant to gastric cancer, not ulcers"",""Increases the risk of rebleeding""]",1,"Treating the underlying H. pylori infection removes the main driver of many peptic ulcers, curing the disease without surgery.","GI, Endocrine & Metabolic",🍽️,true
114,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,A patient with cirrhosis and a GI bleed carries higher rebleeding risk mainly because of:,"[""Improved clotting function"",""Portal hypertension and poor clotting"",""Lower blood pressure at baseline only"",""No increased risk compared to others""]",1,Cirrhosis both raises pressure in the portal venous system (feeding varices) and impairs the liver's ability to make clotting factors — a dangerous combination for rebleeding.,Cardiovascular,🫀,true
115,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Angiodysplasia as a cause of lower GI bleeding is most common in which group?,"[""Children"",""Elderly patients and those with chronic renal failure"",""Pregnant women only"",""Young healthy athletes""]",1,"Fragile, abnormal blood vessels (angiodysplasia) become more common with age and are also associated with chronic kidney disease.",Renal & Fluid Balance,💧,true
116,TOPIC 6: GASTROINTESTINAL (GI) BLEEDING,CCN Curriculum,Coagulopathy or low platelet count in a patient with GI bleeding:,"[""Reduces the risk of rebleeding"",""Increases the risk of rebleeding"",""Has no bearing on bleeding risk"",""Only matters in upper GI bleeds, not lower""]",1,"If the blood can't clot effectively, any bleeding point is far more likely to continue or restart.",Shock & Haemorrhage,⚡,true
117,TOPIC 7: HEPATIC FAILURE,CCN Curriculum,Fulminant hepatic failure is defined as encephalopathy developing within:,"[""<2 weeks in a previously normal liver"",""2–12 weeks in a previously normal liver"",""Months to years in a diseased liver"",""Any timeframe, in any liver""]",0,Speed (under 2 weeks) plus a previously healthy liver together define FHF.,"GI, Endocrine & Metabolic",🍽️,true
118,TOPIC 7: HEPATIC FAILURE,CCN Curriculum,The most common cause of fulminant hepatic failure is:,"[""Hepatitis B infection"",""Paracetamol overdose"",""Alcohol use"",""Amanita mushroom poisoning""]",1,Paracetamol overdose accounts for roughly half of all FHF cases.,"GI, Endocrine & Metabolic",🍽️,true
119,TOPIC 7: HEPATIC FAILURE,CCN Curriculum,Chronic hepatic encephalopathy (PSE) typically develops in a liver that is:,"[""Previously completely normal"",""Already diseased (cirrhotic)"",""Transplanted within the last week"",""Unaffected by the current illness""]",1,PSE builds slowly on top of existing cirrhosis and portal hypertension.,"GI, Endocrine & Metabolic",🍽️,true
120,TOPIC 7: HEPATIC FAILURE,CCN Curriculum,Lactulose helps reduce ammonia levels in hepatic encephalopathy by:,"[""Increasing ammonia absorption"",""Trapping ammonia in the colon as NH4+ for excretion"",""Directly neutralising ammonia in the blood"",""Increasing protein digestion""]",1,"An acidic colon converts NH3 into NH4+, which is trapped and excreted in stool rather than absorbed.","GI, Endocrine & Metabolic",🍽️,true
